Juego,Balda,Fecha adquisición,Prestado a,Fecha préstamo,Estado,Anotaciones,Comprobado,Veces sacado 2014,Veces sacado 2015,Veces sacado 2016,Veces sacado 2017,Veces sacado 2018,Veces sacado 2019,Veces sacado 2020,Veces sacado 2021,Veces sacado 2023,Veces sacado 2024,Veces sacado 2025,Veces sacado TOTAL,,,,,,,,,,,,,,
Saqueadores de Midgard,C2,,,,,,,,,,,,,3,,,1,,4,,,,,,,,,,,,,,
Savannah Cafe,Z5,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
Save the Cat,Z4,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,
Scarab Lords,*,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Schotten Totten 2,COL 0,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
Scope Stalingrad,COL 0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Scotland Yard: La Búsqueda de Mr. X,*,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Scrolls of a Northern City,Ventas,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Scythe,L4,,,,,faltan cartas automa,,,,,7,3,3,,2,,1,3,19,,,,,,,,,,,,,,
Scythe: Promo Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Se vende,J6,,,,,,,,,,,,2,2,,,,1,5,,,,,,,,,,,,,,
Sea Salt & Paper (PnP),N4,,,,,,,,,,,,,,,1,2,,3,,,,,,,,,,,,,,
Seasons,H3,,,,,,,,2,1,1,2,2,1,1,2,4,2,18,,,,,,,,,,,,,,
Sechsstädtebund (League of Six),F4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Sechsstädtebund: Treues Gefolge (League of Six: Loyal Retinue),F4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Secret Hitler,D4,,,,,,,,,,,,,2,4,1,4,2,13,,,,,,,,,,,,,,
Sector 6,*,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
SecuenzooS,COL 6,,,,,,,1,,2,1,,,,,,,,4,,,,,,,,,,,,,,
Sekigahara: The Unification of Japan,C5,,,,,,,,,,3,1,2,,1,2,,1,10,,,,,,,,,,,,,,
Sellswords,COL 5,,,,,,,,2,1,,,,,,,,,3,,,,,,,,,,,,,,
Senda de Luz y Sombra,F5,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Sequence,*,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Serpentina,*,,,,,,,,,,,2,5,1,,,,,8,,,,,,,,,,,,,,
Set,COL 4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Set & Match,K3,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,
Set a Watch,COL 0,,,,,,,,,,,,,,,,3,1,4,,,,,,,,,,,,,,
SETI: Search for Extraterrestrial Intelligence,K3,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,
Seven Swords,H6,,,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,
Sevilla 1503,I6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Shadow Hunters,B3,,,,,ok,8-diciembre,,2,1,,1,1,,,,,,5,,,,,,,,,,,,,,
Shamans,D5,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Shards of Infinity,J6,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Sherlock: 13 Rehenes,COL 5,,,,,,,,,,,,6,,1,1,,,8,,,,,,,,,,,,,,
Sherlock: El endemoniado,COL 5,4 JUN 2024,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Sherlock: El Legado del Don,COL 5,,Lutxin,18 oct,,,,,,,,,,2,,,,1,3,,,,,,,,,,,,,,
Sherlock: Paradero desconocido,COL 5,,,,,,,,,,,,5,2,1,1,,,9,,,,,,,,,,,,,,
Sherlock: Propagación,COL 5,,Lutxin,18 oct,,,,,,,,,6,,2,,,1,9,,,,,,,,,,,,,,
Sherlock Junior: Suriguri,COL 5,,,,,,,,,,,,1,1,1,,,,3,,,,,,,,,,,,,,
Sherlock Piratas: Pasados por agua,COL 5,21 SEP 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Sherlock Express,E6,,,,,,,,,,,,2,1,,,,,3,,,,,,,,,,,,,,
Sherlock Holmes Detective Asesor,F6,,,,,,,4,6,7,3,3,6,6,2,1,1,2,41,,,,,,,,,,,,,,
Sherlock Holmes: Carlton House,F6,,,,,,,,2,2,,,,2,,,,1,7,,,,,,,,,,,,,,
Sherlock Holmes Detective Asesor: Jack el Destripador y Aventuras en el West End,F6,,,,,,,,,,,1,4,3,2,,,,10,,,,,,,,,,,,,,
Sherlock Holmes: The Queen's Park Affair,F6,,,,,,,,,1,1,,,1,,,,,3,,,,,,,,,,,,,,
Shinobi Assassins,COL 5,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
Shogun,K2,,,,,,,,1,,2,,,,,,,,3,,,,,,,,,,,,,,
Shrimp,P4,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,
Sid Meier's Civilization: El juego de tablero,G1,,,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,
SideQuest: Aquí no hay Héroes,COL 2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Signorie,E2,,,,,,,,,,3,1,2,1,1,,1,,9,,,,,,,,,,,,,,
SilenZe: Zombie City,COL 2,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
Silk,I6,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,,,
Silk: Shin Ookami Promo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Similo ESDLA,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skull King,COL 2,,,,,,,,,,3,,,1,1,,,2,7,,,,,,,,,,,,,,
Skull King (Nueva Edición),COL 2,2 JUN 2023,,,,,,,,,,,,,,1,2,3,6,,,,,,,,,,,,,,
Sky Team,M6,10 FEB 2025,TrujiLand,3 oct,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,
Sky Traders,G1,,,,,ok,25-marzo,,,,1,,,,,,,,1,,,,,,,,,,,,,,
Skyjo,COL 1,,,,,,,,,,,,,,2,,1,,3,,,,,,,,,,,,,,
Slavika,E6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Slay the Spire: El Juego de Mesa,L6,2 MAR 2025,,,,Tapa dañada,,,,,,,,,,,,6,6,,,,,,,,,,,,,,
Sleeping Gods,B5,26 ABR 2025,Abelardoz,13 oct,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,
Slide Quest,Z4,,,,,,,,,,,,5,2,,,,,7,,,,,,,,,,,,,,
Smack Down,Ventas,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Small World,J5,,,,,,,,,,,1,2,1,1,,,1,6,,,,,,,,,,,,,,
Smart10 Familiar,D4,26 ABR 2025,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,
Smash up,*,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,
Smoke and Travel,Ventas,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
So Clover!,Novedades,21 OCT 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Social Train,Ventas,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
Solos en casa,Z5,,,,,,,,,,,,1,1,,1,,,3,,,,,,,,,,,,,,
Sombras sobre Londres,B3,,,,,falta tablero amarillo,28-septiembre,,5,5,1,1,1,,,,,,13,,,,,,,,,,,,,,
Sonora,D3,15 MAY 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Soviet Kitchen Unleashed,COL 3,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Space Opera,H6,,,,,,,,,,,,,,,H,,,0,,,,,,,,,,,,,,
Spartacus: Un Juego de Sangre y Traición,B3,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
Speed Colors,Z2,,,,,,,,,,,4,,,3,,,,7,,,,,,,,,,,,,,
Speed Cups,COL 7,,,,,falta cubilote azul,18-octubre,,2,5,1,2,6,,1,3,,2,22,,,,,,,,,,,,,,
Speed Monster,COL 6,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
SPELL,COL 2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Spidey Labyrinth Junior,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Spies & Lies: A Stratego Story,I5,,,,,,,,,,,,1,1,3,,,,5,,,,,,,,,,,,,,
Splendor,J5,,,,,ok,4-septiembre,,10,3,1,,4,2,3,2,2,2,29,,,,,,,,,,,,,,
Splendor: Marvel,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Spoilers,*,,,,,,,,,,,2,1,,,1,,1,5,,,,,,,,,,,,,,
Spoilers: Edición Definitiva,*,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Spoilers: The beginning,*,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Spotlight,D4,26 ABR 2025,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Spy Guy: El pequeño detective,Z3,,Loanna,5 oct,,,,,,,,,,,,1,1,3,5,,,,,,,,,,,,,,
Spy Guy: Fantasy,Novedades,14 OCT 2025,Spider,23 oct,n,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Stalag 17,Ventas,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,
Star Realms,COL 0,,,,,,,,,4,1,,,,,1,,,6,,,,,,,,,,,,,,
Star Saga,*,,,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,
Star Wars: Bounty Hunters,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Star Wars: Destiny,*,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,
Star Wars: El Borde Exterior,B4,,,,,,,,,,,,,,4,1,1,,6,,,,,,,,,,,,,,
Star Wars: Imperial Assault,A4,,,,,ok,4-noviembre,,1,5,2,,,2,,,,1,11,,,,,,,,,,,,,,
Star Wars: Imperio VS Rebelión,COL 5,,,,,,,,2,2,,,,,,,,,4,,,,,,,,,,,,,,
Star Wars: La Batalla de Hoth,K2,15 SEP 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Star Wars: Palacio de Jabba (Love Letter),Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Star Wars: Stolen Plans (PNP),N4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Star Wars: Super Teams,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
 Star Wars: The Deckbuilding Game (PNP),N4,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
 Star Wars: The Deckbuilding Game - Clone Wars,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Star Wars: Unlimited (Qui-Gon Jinn y Darth Maul),Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Stationfall,B5,20 NOV 2024,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Steam,K2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Steam Time,D1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Stellar,COL 3,9 OCT 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Stone Age,G4,,,,,ok,,,3,3,3,4,2,6,2,,1,1,25,,,,,,,,,,,,,,
Stone Age Junior,Y6,,,,,,,,,,6,2,3,1,,2,1,,15,,,,,,,,,,,,,,
Story Cubes,COL 6,,,,,ok,23-julio,,1,,,1,2,,,,,,4,,,,,,,,,,,,,,
Streaming,COL 1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Super Agricultor,Y4,,,,,ok,23-julio,,1,1,,1,,,1,,1,,5,,,,,,,,,,,,,,
Super Fantasy,B4,,,,,,,2,3,,1,,,,,,,,6,,,,,,,,,,,,,,
Super Kawaii Pets,COL 6,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Super Motherload,G2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Sushi Go!,P2,,,,,,,,5,7,5,2,,,,2,,,21,,,,,,,,,,,,,,
Sushi Go!: Gira y come dim sum,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Sushi Go Party!,D5,,,,,,,,,,2,1,2,,,1,1,2,9,,,,,,,,,,,,,,
Switch It!,COL 6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Sword & Sorcery,A6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Sylla,E1,,,,,ok,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Tabannusi: Constructores de Ur,G2,11 JUL 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Taberna,B4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Taco Gatito Pizza,COL 7,OCT 2024,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,
Takamachi,COL 6,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Take it Easy!,C4,16 MAY 2024,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,
Takenoko,H5,,,,,"falta ficha, hecha pnp",,2,4,1,1,1,2,3,3,,1,3,21,,,,,,,,,,,,,,
Tanto Quore,E6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Tanto Quore: Expanding the house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanto Quore: Promo Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapestry,F5,,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,
Tapestry: Planes y Complots,F5,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,
Tash Kalar,C4,,,,,,,2,3,2,,1,,1,,,,,9,,,,,,,,,,,,,,
Tea Party,COL 6,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Telón de Acero (PNP),COL 0,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
Tem-Purr-A,COL 4,,,,,,,,,,,,,2,2,,,1,5,,,,,,,,,,,,,,
Tempo,*,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
TEN,COL 0,,,,,,,,,,,,,,,1,,1,2,,,,,,,,,,,,,,
Teotihuacan: Ciudad de Dioses,G2,,,,,,,,,,,,6,2,2,1,1,1,13,,,,,,,,,,,,,,
Teotihuacan: Promo del Dados y Colonos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teotihuacan: Preclásico Tardío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terapeuta de pacotilla,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Terra,J1,,ericplacton,3 oct,,ok,12-diciembre,,2,5,,,1,1,,,,1,10,,,,,,,,,,,,,,
Terra Mystica,E4,,,,,,,,4,1,,1,2,,,,,,8,,,,,,,,,,,,,,
Terra Nova,D2,,,,,,,,4,,1,,1,,,,,,6,,,,,,,,,,,,,,
Terraforming Mars,F5,,,,,,,,,,1,6,4,5,,,2,1,19,,,,,,,,,,,,,,
Terraforming Mars: BGG User-Created Corp. Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Conflictos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Hellas & Elysium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Preludio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Venus Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Expedición Ares,M3,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Tesauro,D3,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Tesoro Brillante,Y3,,,,,,,,,,,1,5,,,2,1,,9,,,,,,,,,,,,,,
That Time You Killed Me,C2,18 SEP 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
The Abandons,COL 5,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
The Apocalypse of Darkness Warfare,Ventas,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
The Cave,C2,,,,,,,,1,,,,1,,,,,,2,,,,,,,,,,,,,,
The Colonists,G4,,,,,,,,,,3,1,,,,,,,4,,,,,,,,,,,,,,
The Fairy and the Wizard,Z4,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
The Gallerist,K4,,,,,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,
The Island,J5,,,,,,,,3,3,3,3,5,3,,2,2,1,25,,,,,,,,,,,,,,
The Key: Asesinato en el club de golf,G5,,,,,,,,,,,,,1,2,1,2,3,9,,,,,,,,,,,,,,
The Key: Robo en la Mansión Cliffrock,G5,,,,,,,,,,,,,3,3,,2,,8,,,,,,,,,,,,,,
The Mandalorian: Adventures,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
The Mind: Extreme,COL 0,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,
The Red Cathedral,H2,,,,,,,,,,,,,,,4,1,1,6,,,,,,,,,,,,,,
The Red Cathedral: Promo 1 – The Thieves' Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Red Dragon Inn 1 & 2 (PNP),N4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
The Thief of Baghdad,E6,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,
The White Castle,H2,8 JUL 2024,,,,,,,,,,,,,,,1,3,4,,,,,,,,,,,,,,
Thebes: The Tomb Raiders,I6,,,,,,,1,1,,,,,2,1,,,,5,,,,,,,,,,,,,,
Thebes Lies,COL 6,ENE 2024,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,
ThinkFun Super Mario Coin Collectors Magnetic Travel Puzzle,Novedades,15 SEP 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
This War of Mine,B2,,,,,,,,,,,3,3,4,1,1,,,12,,,,,,,,,,,,,,
Tholos,I5,,,,,,,,,,,,,,,2,1,,3,,,,,,,,,,,,,,
Three wishes,COL 7,DIC 2023,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
Through the Ages: Una Nueva Historia de la Civilización,K2,,,,,,,,,,2,1,,,1,1,,1,6,,,,,,,,,,,,,,
Thunder Road: Vendetta,K5,29 JUN 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Thunder Road: Vendetta - Choppe Shoppe,,29 JUN 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thurn und Taxis,G4,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
T.I.M.E. Stories,F6,,,,,falta carta 55,16 ene,,,,13,7,6,1,4,,4,1,36,,,,,,,,,,,,,,
"T.I.M.E. Stories ""Bajo la Máscara""",F6,,,,,,,,,,2,4,1,,1,,,,8,,,,,,,,,,,,,,
"T.I.M.E. Stories ""El Caso Marcy""",F6,,,,,,,,,,9,4,3,,,,2,,18,,,,,,,,,,,,,,
"T.I.M.E. Stories ""Estrella Drive""",F6,,,,,,,,,,,2,1,1,,,,,4,,,,,,,,,,,,,,
"T.I.M.E. Stories ""Lumen Fidei""",F6,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
"T.I.M.E. Stories ""Profecía de Dragones""",F6,,,,,,,,,,1,4,3,,,,,,8,,,,,,,,,,,,,,
"T.I.M.E. Stories ""Santo Tomar de Aquino""",F6,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
T.I.M.E. Stories Special Reward Promo,F6,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Tichu,COL 3,,,,,,,,,2,1,2,,,1,,,,6,,,,,,,,,,,,,,
Ticket to Mars,Ventas,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,
Ticket To Ride: Nordic Countries,J3,,,,,,,,,,,,,,4,,1,1,6,,,,,,,,,,,,,,
Tierras Bajas,F4,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
Tigris & Éufrates,K3,,,,,,,,2,,,,1,1,,,,1,5,,,,,,,,,,,,,,
Tikal,I2,,,,,,,,,,,1,,1,,,,,2,,,,,,,,,,,,,,
Timebomb,COL 4,,,,,,,,,,,2,7,,,,,,9,,,,,,,,,,,,,,
Time Bomb Evolution,COL 0,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,,
Time of Soccer,C2,,,,,ok,1-agosto,,3,,,,2,,1,,,,6,,,,,,,,,,,,,,
Time's Up (Amarillo),P2,,,,,ok,23-julio,3,3,1,3,4,,3,3,2,2,,24,,,,,,,,,,,,,,
Time's Up Academy 1,P2,,,,,,,,1,,2,2,2,1,2,2,,,12,,,,,,,,,,,,,,
Time's Up Family,P2,,,,,,,,,,1,3,3,2,,1,3,,13,,,,,,,,,,,,,,
Timeline Eventos,D6,,,,,ok,23-julio,1,4,3,1,3,4,1,,,,1,18,,,,,,,,,,,,,,
Timeline Inventos,D6,,,,,ok,26-julio,1,2,4,,3,1,,,,,1,12,,,,,,,,,,,,,,
Timeline Multitemático,D6,,,,,ok,26-julio,,2,4,1,2,5,,1,,1,1,17,,,,,,,,,,,,,,
Tinner's Trail,G4,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
Tiro al Pato,COL 5,,,,,,,,,2,,1,1,1,,,,,5,,,,,,,,,,,,,,
Titan Race,H6,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
Tokaido,H1,,,,,ok,18-nov,,,,1,1,,,1,,,,3,,,,,,,,,,,,,,
Toko Island,Z3,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
Topito,Y6,,rawinn,9 oct,,,,,,,,4,11,2,4,2,1,2,26,,,,,,,,,,,,,,
Topoum,D2,,,,,,,,,,1,,,1,,,,,2,,,,,,,,,,,,,,
Topoum: Bratatatata - Expansion Deck 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornado Ellie,Y4,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,
Torres,I2,,,,,,,,,,,3,,1,,,,,4,,,,,,,,,,,,,,
Tortilla de Patatas,COL 6,,,,,,,,,1,,1,,,,,,,2,,,,,,,,,,,,,,
Toscana,*,,,,,ok,29-junio,,2,1,,1,,,,,,,4,,,,,,,,,,,,,,
Toy Battle,M4,24 MAY 2025,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,
Tragedy Looper,G5,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,
Tras los pasos de Darwin,C3,26 ABR 2025,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,
Trasteros Locos,*,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Trainsilvania,Z5,,,,,,,,,,,,2,1,,2,,1,6,,,,,,,,,,,,,,
Trajan,F3,,,,,,,,,2,,1,,2,,1,,1,7,,,,,,,,,,,,,,
Trapwords,D4,,,,,falta reloj d arena,,,,,,,9,4,5,1,,1,20,,,,,,,,,,,,,,
Tribus,J1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,
Trickerion: Leyendas del Ilusionismo,L4,,,,,,,,,,,,,,,1,1,1,3,,,,,,,,,,,,,,
Tricoda,G5,,,,,,,3,3,,1,1,1,,,1,,,10,,,,,,,,,,,,,,
Trio,COL 0,16 MAY 2024,,,,ok,13/08/2025,,,,,,,,,,5,3,8,,,,,,,,,,,,,,
Troia,H6,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,
Troyes,E4,,,,,ok,,,,,1,1,,,,1,1,,4,,,,,,,,,,,,,,
Tsukiji,C0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Tuareg,I5,,,,,,,1,5,1,,2,2,3,4,,1,1,20,,,,,,,,,,,,,,
Turbo Town,COL 1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Turing Machine,H5,4 JUN 2024,,,,,,,,,,,,,,,7,3,10,,,,,,,,,,,,,,
Twilight Imperium III,A2,,,,,,,,,,1,,1,2,,,,,4,,,,,,,,,,,,,,
Twilight Struggle,C5,,,,,,,,3,3,,,,4,1,,2,3,16,,,,,,,,,,,,,,
Twins,Y4,,,,,,,,,,,,,,,2,1,2,5,,,,,,,,,,,,,,
Tzolk'in: El Calendario Maya,G2,,,,,,,,1,,,1,2,4,1,,2,2,13,,,,,,,,,,,,,,
Ubongo,D3,,,,,,,,4,2,1,1,3,,1,,,,12,,,,,,,,,,,,,,
Ubongo Mini,COL 1,,,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,
UBOOT: Lobos de la Kriegsmarine,K1,,,,,,,,,,,,3,1,,,,,4,,,,,,,,,,,,,,
Ulanga,I6,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,
Un Imperio en 8 Minutos,H6,,,,,,,1,1,2,,1,,,2,,,,7,,,,,,,,,,,,,,
Un Mundo sin Fin,B1,,,,,ok,29-octubre,,1,,1,,2,,,,,,4,,,,,,,,,,,,,,
Un puñado de meeples,H6,,,,,falta 1 cubo amarillo,,,,,,,,3,2,,1,,6,,,,,,,,,,,,,,
Una Noche: El Hombre Lobo,COL 0,,,,,ok,19-febrero,,,2,1,1,1,,2,2,,,9,,,,,,,,,,,,,,
Unánimo,D5,,,,,,18 octubre,,,,,,,,4,2,1,2,9,,,,,,,,,,,,,,
Unanimo Party,D5,,,,,,,,,,,,,,,3,3,4,10,,,,,,,,,,,,,,
Underwater Cities,F4,,,,,,,,,,,,11,4,3,1,2,,21,,,,,,,,,,,,,,
UNDO: Esperanzas Ahogadas,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
UNDO: Festival del cerezo en flor,COL 2,,,,,,6 feb,,,,,,,5,,,1,,6,,,,,,,,,,,,,,
UNDO: Una maldicion del pasado,COL 2,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,
Unicornio Destello,Z5,,,,,,,,,,,6,5,1,2,,1,,15,,,,,,,,,,,,,,
Unicornio Destello: Una Fiesta para Rosalie,Novedades,15 FEB 2025,,,n,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Unlock!: Epic Adventures,G6,,,,,,,,,,,,,,,3,1,6,10,,,,,,,,,,,,,,/
Unlock!: Escape Adventures,G6,,Noa,8 oct,,,,,,,,4,10,3,3,3,3,2,28,,,,,,,,,,,,,,
Unlock!: Exotic Adventures,G6,,,,,,,,,,,,,6,5,1,2,3,17,,,,,,,,,,,,,,
Unlock!: Game Adventures,G6,9 OCT 2025,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Unlock!: Legendary Adventures,G6,,Noa,8 oct,,,,,,,,,,,,3,6,5,14,,,,,,,,,,,,,,
Unlock!: Mistery Adventures,G6,,,,,,,,,,,7,7,5,3,3,2,2,29,,,,,,,,,,,,,,
Unlock!: Mythic Adventures,G6,,,,,ok,29/06/2025,,,,,,,,,,1,5,6,,,,,,,,,,,,,,
Unlock!: Secret Adventures,G6,,,,,,,,,,,4,8,3,,2,1,4,22,,,,,,,,,,,,,,
